,bhk,type,area,price,price_unit,region,status
41253,2,Apartment,1173,2.79,Cr,Bandra,Under Construction
42600,2,Apartment,626,2.35,Cr,Bandra,Under Construction
42891,2,Apartment,639,1.99,Cr,Bandra,Under Construction
42893,2,Apartment,686,2.15,Cr,Bandra,Under Construction
42894,2,Apartment,712,2.44,Cr,Bandra,Under Construction
42924,1,Apartment,388,1.38,Cr,Bandra,Under Construction
42925,1,Apartment,448,1.59,Cr,Bandra,Under Construction
42926,2,Apartment,534,1.81,Cr,Bandra,Under Construction
42927,2,Apartment,541,1.92,Cr,Bandra,Under Construction
42928,2,Apartment,554,1.88,Cr,Bandra,Under Construction
42929,2,Apartment,609,2.16,Cr,Bandra,Under Construction
42930,2,Apartment,616,2.32,Cr,Bandra,Under Construction
42931,2,Apartment,617,2.32,Cr,Bandra,Under Construction
42932,2,Apartment,621,2.33,Cr,Bandra,Under Construction
43040,1,Apartment,408,1.42,Cr,Bandra,Under Construction
43041,2,Apartment,586,2.03,Cr,Bandra,Under Construction
43042,2,Apartment,584,2.03,Cr,Bandra,Under Construction
43043,2,Apartment,585,2.03,Cr,Bandra,Under Construction
43841,3,Apartment,1250,6.75,Cr,Bandra,Ready to move
43843,3,Apartment,1260,6.5,Cr,Bandra,Ready to move
43844,4,Apartment,1560,7.65,Cr,Bandra,Ready to move
45160,3,Apartment,1500,6.5,Cr,Bandra,Under Construction
45319,2,Apartment,1050,2.16,Cr,Bandra,Under Construction
45432,3,Apartment,1900,7,Cr,Bandra,Ready to move
45516,2,Apartment,970,4.5,Cr,Bandra,Ready to move
45763,2,Apartment,870,2.8,Cr,Bandra,Ready to move
45767,3,Apartment,1260,6.1,Cr,Bandra,Ready to move
45959,2,Apartment,850,2,Cr,Bandra,Under Construction
45964,2,Apartment,750,2.32,Cr,Bandra,Under Construction
45965,2,Apartment,840,2.3,Cr,Bandra,Under Construction
45967,4,Apartment,1560,7.5,Cr,Bandra,Ready to move
45974,4,Apartment,1560,7.5,Cr,Bandra,Ready to move
46275,2,Apartment,750,1.99,Cr,Bandra,Under Construction
46468,2,Apartment,870,2.8,Cr,Bandra,Ready to move
46472,3,Apartment,1260,6.1,Cr,Bandra,Ready to move
47356,2,Apartment,1100,2.52,Cr,Bandra,Under Construction
47390,1,Apartment,400,98,L,Bandra,Under Construction
47677,2,Apartment,1100,2.52,Cr,Bandra,Under Construction
47723,1,Apartment,400,98,L,Bandra,Under Construction
52092,3,Apartment,1450,6.49,Cr,Bandra,Ready to move
52397,3,Apartment,1540,4.52,Cr,Bandra,Ready to move
52471,3,Apartment,1600,6.4,Cr,Bandra,Ready to move
52479,4,Apartment,1650,9,Cr,Bandra,Ready to move
52527,2,Apartment,1065,2.6,Cr,Bandra,Ready to move
52529,3,Apartment,1540,4.52,Cr,Bandra,Ready to move
52895,1,Apartment,575,1.17,Cr,Bandra,Under Construction
54259,4,Apartment,1833,10,Cr,Bandra,Ready to move
54434,2,Apartment,1036,2.45,Cr,Bandra,Ready to move
54435,2,Apartment,1036,2.45,Cr,Bandra,Ready to move
54917,2,Apartment,1050,1.99,Cr,Bandra,Under Construction
55570,2,Apartment,830,2.2,Cr,Bandra,Under Construction
55626,2,Apartment,925,2.4,Cr,Bandra,Under Construction
55787,2,Apartment,830,1.99,Cr,Bandra,Under Construction
56348,2,Apartment,900,2.3,Cr,Bandra,Ready to move
56370,2,Apartment,1100,2.3,Cr,Bandra,Ready to move
57169,1,Apartment,418,82,L,Bandra,Under Construction
57443,2,Apartment,800,2.32,Cr,Bandra,Under Construction
58525,2,Apartment,1200,3.25,Cr,Bandra,Ready to move
58528,2,Apartment,1000,2.5,Cr,Bandra,Ready to move
58531,3,Apartment,1800,6,Cr,Bandra,Under Construction
58660,2,Apartment,1000,2.3,Cr,Bandra,Ready to move
61191,2,Apartment,800,2.32,Cr,Bandra,Under Construction
61807,2,Apartment,833,1.57,Cr,Bandra,Under Construction
61808,1,Apartment,418,82,L,Bandra,Under Construction
61809,2,Apartment,833,1.57,Cr,Bandra,Under Construction
61810,1,Apartment,418,82,L,Bandra,Under Construction
61824,2,Apartment,833,1.57,Cr,Bandra,Under Construction
61825,1,Apartment,418,82,L,Bandra,Under Construction
61910,1,Apartment,418,82,L,Bandra,Under Construction
61911,2,Apartment,833,1.57,Cr,Bandra,Under Construction
61978,1,Apartment,418,82,L,Bandra,Under Construction
61979,2,Apartment,833,1.57,Cr,Bandra,Under Construction
62031,1,Apartment,418,82,L,Bandra,Under Construction
62032,2,Apartment,833,1.57,Cr,Bandra,Under Construction
64091,4,Apartment,2400,13.5,Cr,Bandra,Ready to move
64092,3,Apartment,1560,8,Cr,Bandra,Ready to move
68150,3,Apartment,1605,4.5,Cr,Bandra,Ready to move
68223,3,Apartment,1513,4,Cr,Bandra,Under Construction
68224,3,Apartment,1513,3.5,Cr,Bandra,Under Construction
68239,3,Apartment,1424,4,Cr,Bandra,Under Construction
68280,3,Apartment,2067,5,Cr,Bandra,Ready to move
68664,2,Apartment,1014,2,Cr,Bandra,Ready to move
68821,3,Apartment,1368,2.5,Cr,Bandra,Under Construction
68841,2,Apartment,926,2,Cr,Bandra,Under Construction
68897,2,Apartment,1069,2.5,Cr,Bandra,Under Construction
70247,2,Apartment,833,1.57,Cr,Bandra,Under Construction
70248,1,Apartment,418,82,L,Bandra,Under Construction
70339,2,Apartment,833,1.56,Cr,Bandra,Under Construction
70340,1,Apartment,418,81.99,L,Bandra,Under Construction
70517,2,Apartment,1300,2.85,Cr,Bandra,Ready to move
70673,3,Apartment,1800,3.5,Cr,Bandra,Ready to move
70820,1,Apartment,819,1.2,Cr,Bandra,Under Construction
70821,2,Apartment,952,1.8,Cr,Bandra,Under Construction
72955,1,Apartment,322,94.99,L,Bandra,Under Construction
72956,2,Apartment,633,1.89,Cr,Bandra,Under Construction
72957,2,Apartment,641,1.92,Cr,Bandra,Under Construction
74214,2,Apartment,833,1.57,Cr,Bandra,Under Construction
74215,1,Apartment,418,82,L,Bandra,Under Construction
74228,3,Apartment,1938,7.5,Cr,Bandra,Ready to move
74312,2,Apartment,639,1.99,Cr,Bandra,Under Construction
74313,2,Apartment,686,2.15,Cr,Bandra,Under Construction
74314,2,Apartment,712,2.44,Cr,Bandra,Under Construction
74448,2,Apartment,899,2.35,Cr,Bandra,Ready to move
76036,2,Apartment,1305,4.25,Cr,Bandra,Ready to move
468,2,Apartment,965,85,L,Bandra,Ready to move
529,2,Apartment,1100,1,Cr,Bandra,Under Construction
615,2,Apartment,790,3.75,Cr,Bandra,Ready to move
5328,3,Apartment,1505,5.55,Cr,Bandra,Ready to move
5396,3,Apartment,2200,6.6,Cr,Bandra,Ready to move
5479,3,Apartment,1500,7,Cr,Bandra,Ready to move
5528,1,Studio Apartment,350,98,L,Bandra,Ready to move
8505,3,Apartment,1800,12,Cr,Bandra,Ready to move
8724,3,Apartment,1300,7.5,Cr,Bandra,Ready to move
8725,3,Apartment,1200,7,Cr,Bandra,Ready to move
8727,2,Apartment,600,2.31,Cr,Bandra,Ready to move
9091,3,Apartment,2080,10,Cr,Bandra,Ready to move
9186,3,Apartment,1250,6.75,Cr,Bandra,Ready to move
10153,2,Apartment,1100,1.75,Cr,Bandra,Ready to move
11729,3,Apartment,1500,8.75,Cr,Bandra,Ready to move
11733,3,Apartment,2400,11,Cr,Bandra,Ready to move
11976,2,Apartment,700,1.95,Cr,Bandra,Ready to move
12729,2,Apartment,782,4.5,Cr,Bandra,Under Construction
12730,2,Apartment,782,4.5,Cr,Bandra,Under Construction
12731,2,Apartment,782,4.5,Cr,Bandra,Under Construction
12732,2,Apartment,782,4.5,Cr,Bandra,Under Construction
12756,3,Apartment,1063,5.84,Cr,Bandra,Ready to move
12757,3,Apartment,1063,5.84,Cr,Bandra,Ready to move
12758,3,Apartment,1063,5.84,Cr,Bandra,Ready to move
12759,3,Apartment,1063,5.84,Cr,Bandra,Ready to move
13013,3,Apartment,1300,5.5,Cr,Bandra,Ready to move
14153,3,Apartment,2000,25,Cr,Bandra,Ready to move
15034,2,Apartment,720,1.68,Cr,Bandra,Ready to move
16877,3,Apartment,1600,6.5,Cr,Bandra,Ready to move
16878,3,Apartment,1300,6.5,Cr,Bandra,Ready to move
17915,3,Apartment,1500,6,Cr,Bandra,Ready to move
18533,4,Apartment,1400,8.35,Cr,Bandra,Ready to move
18534,3,Apartment,1250,5.5,Cr,Bandra,Ready to move
18729,2,Apartment,1100,4.8,Cr,Bandra,Ready to move
19137,4,Apartment,3500,14.45,Cr,Bandra,Ready to move
25512,3,Apartment,1646,5.49,Cr,Bandra,Ready to move
26385,3,Apartment,2000,10,Cr,Bandra,Ready to move
28342,3,Apartment,1800,7.5,Cr,Bandra,Ready to move
28952,3,Apartment,1337,10,Cr,Bandra,Ready to move
29435,3,Apartment,2000,11,Cr,Bandra,Ready to move
29450,3,Apartment,1200,5.5,Cr,Bandra,Ready to move
29521,3,Apartment,2000,10,Cr,Bandra,Ready to move
29581,4,Apartment,2000,10,Cr,Bandra,Ready to move
30354,2,Apartment,760,4.1,Cr,Bandra,Ready to move
30355,2,Apartment,890,5.1,Cr,Bandra,Ready to move
30693,2,Apartment,900,4.75,Cr,Bandra,Ready to move
30695,1,Apartment,550,2.5,Cr,Bandra,Ready to move
30717,2,Apartment,748,5.01,Cr,Bandra,Under Construction
30718,3,Apartment,1108,7.5,Cr,Bandra,Under Construction
31033,2,Apartment,1000,4.25,Cr,Bandra,Ready to move
31034,3,Apartment,1600,6.5,Cr,Bandra,Ready to move
31035,3,Apartment,1300,6.5,Cr,Bandra,Ready to move
31036,3,Apartment,1300,7,Cr,Bandra,Ready to move
31037,3,Apartment,1600,5.5,Cr,Bandra,Ready to move
31038,3,Apartment,1250,4.65,Cr,Bandra,Ready to move
31040,3,Apartment,1500,5.75,Cr,Bandra,Ready to move
31041,3,Apartment,1400,5.25,Cr,Bandra,Ready to move
31043,2,Apartment,1000,5,Cr,Bandra,Ready to move
31044,2,Apartment,1100,8.5,Cr,Bandra,Ready to move
31045,2,Apartment,1000,5,Cr,Bandra,Ready to move
31046,2,Apartment,1000,3.25,Cr,Bandra,Ready to move
31204,3,Apartment,1450,7,Cr,Bandra,Ready to move
31374,2,Apartment,1050,5,Cr,Bandra,Ready to move
31633,3,Apartment,1544,72,L,Bandra,Ready to move
31884,3,Apartment,1700,7.85,Cr,Bandra,Ready to move
31953,2,Apartment,980,5,Cr,Bandra,Ready to move
31954,2,Apartment,750,4.25,Cr,Bandra,Ready to move
31988,3,Apartment,1108,5.25,Cr,Bandra,Under Construction
32121,2,Apartment,1200,3.8,Cr,Bandra,Ready to move
32140,2,Apartment,758,4.3,Cr,Bandra,Under Construction
32180,2,Apartment,1200,4.5,Cr,Bandra,Ready to move
32193,3,Apartment,1200,5.5,Cr,Bandra,Ready to move
32194,3,Apartment,1800,10,Cr,Bandra,Ready to move
32299,3,Apartment,3000,10,Cr,Bandra,Ready to move
32569,3,Apartment,2000,7,Cr,Bandra,Ready to move
32941,2,Apartment,1000,4.5,Cr,Bandra,Ready to move
33032,4,Apartment,1900,9.8,Cr,Bandra,Ready to move
33033,2,Apartment,1000,4.5,Cr,Bandra,Ready to move
33125,4,Apartment,1900,9.8,Cr,Bandra,Ready to move
33258,2,Apartment,962,2.1,Cr,Bandra,Ready to move
33353,4,Apartment,1750,8.25,Cr,Bandra,Ready to move
33462,2,Apartment,1050,2.27,Cr,Bandra,Ready to move
34059,2,Apartment,760,4.35,Cr,Bandra,Ready to move
34159,4,Apartment,1750,8.25,Cr,Bandra,Ready to move
34535,4,Apartment,4200,20,Cr,Bandra,Ready to move
34796,4,Apartment,4200,20,Cr,Bandra,Ready to move
34831,3,Apartment,1800,7.85,Cr,Bandra,Ready to move
34961,2,Apartment,1023,2.49,Cr,Bandra,Under Construction
35098,2,Apartment,1000,4.5,Cr,Bandra,Ready to move
35104,4,Apartment,1900,9.8,Cr,Bandra,Ready to move
35204,3,Apartment,2000,7,Cr,Bandra,Ready to move
35491,4,Apartment,1900,9.8,Cr,Bandra,Ready to move
36450,3,Apartment,1700,6.9,Cr,Bandra,Ready to move
37103,3,Apartment,1350,7,Cr,Bandra,Under Construction
37104,3,Apartment,1500,7.5,Cr,Bandra,Under Construction
37182,3,Apartment,1560,13.5,Cr,Bandra,Ready to move
38458,3,Apartment,1250,5.5,Cr,Bandra,Ready to move
39263,3,Apartment,1166,5.7,Cr,Bandra,Under Construction
40071,3,Apartment,970,5.34,Cr,Bandra,Ready to move
40333,3,Apartment,1350,6.2,Cr,Bandra,Under Construction
40334,3,Apartment,1250,5.75,Cr,Bandra,Under Construction
44030,3,Apartment,1900,8.65,Cr,Bandra,Under Construction
44174,4,Apartment,4939,20,Cr,Bandra,Ready to move
44992,3,Apartment,1500,6.5,Cr,Bandra,Ready to move
44993,4,Apartment,2050,13.5,Cr,Bandra,Ready to move
44999,2,Apartment,1050,4,Cr,Bandra,Ready to move
45001,3,Apartment,1267,6.6,Cr,Bandra,Ready to move
45022,3,Apartment,1950,12,Cr,Bandra,Ready to move
45023,3,Apartment,1350,6.1,Cr,Bandra,Ready to move
45082,4,Apartment,2650,13.5,Cr,Bandra,Ready to move
45083,2,Apartment,1550,6,Cr,Bandra,Ready to move
45084,3,Apartment,1500,13.5,Cr,Bandra,Ready to move
45085,2,Apartment,1350,5.5,Cr,Bandra,Ready to move
45086,4,Apartment,4443,20,Cr,Bandra,Ready to move
45089,4,Apartment,1780,5,Cr,Bandra,Ready to move
45090,3,Apartment,1950,13.5,Cr,Bandra,Ready to move
45230,3,Apartment,1560,8.25,Cr,Bandra,Ready to move
45231,2,Apartment,840,3.3,Cr,Bandra,Ready to move
45255,1,Apartment,450,2.35,Cr,Bandra,Ready to move
45260,4,Apartment,6000,22.5,Cr,Bandra,Ready to move
45344,1,Apartment,560,1.85,Cr,Bandra,Ready to move
45367,5,Apartment,2750,8.5,Cr,Bandra,Ready to move
45517,3,Apartment,1750,9,Cr,Bandra,Ready to move
45521,4,Apartment,4000,18,Cr,Bandra,Ready to move
45578,1,Apartment,425,2.1,Cr,Bandra,Ready to move
45745,6,Apartment,4200,21,Cr,Bandra,Ready to move
45746,2,Apartment,900,3.5,Cr,Bandra,Ready to move
45770,3,Apartment,1200,4.5,Cr,Bandra,Ready to move
45778,2,Apartment,900,4.15,Cr,Bandra,Ready to move
45779,2,Apartment,850,3.5,Cr,Bandra,Ready to move
45780,2,Apartment,850,7,Cr,Bandra,Ready to move
45821,3,Apartment,1400,8.25,Cr,Bandra,Ready to move
45853,3,Apartment,1250,5.49,Cr,Bandra,Ready to move
45854,3,Apartment,1200,6.24,Cr,Bandra,Ready to move
45856,2,Apartment,900,3.5,Cr,Bandra,Ready to move
45926,2,Apartment,1000,4.75,Cr,Bandra,Ready to move
45930,3,Apartment,1500,5.5,Cr,Bandra,Ready to move
45933,3,Apartment,1250,5.49,Cr,Bandra,Ready to move
45934,3,Apartment,1200,6.24,Cr,Bandra,Ready to move
45936,2,Apartment,850,4,Cr,Bandra,Ready to move
45938,2,Apartment,850,3.75,Cr,Bandra,Ready to move
45939,2,Apartment,1000,3.5,Cr,Bandra,Ready to move
45940,2,Apartment,1150,4.5,Cr,Bandra,Ready to move
46009,2,Apartment,850,4,Cr,Bandra,Ready to move
46011,2,Apartment,850,3.75,Cr,Bandra,Ready to move
46012,2,Apartment,1000,3.5,Cr,Bandra,Ready to move
46013,2,Apartment,1150,4.5,Cr,Bandra,Ready to move
46019,2,Apartment,1000,4.75,Cr,Bandra,Ready to move
46026,2,Apartment,1000,4.75,Cr,Bandra,Ready to move
46037,1,Apartment,700,2.5,Cr,Bandra,Ready to move
46066,2,Apartment,850,3.5,Cr,Bandra,Ready to move
46067,2,Apartment,850,7,Cr,Bandra,Ready to move
46105,3,Apartment,1550,5.5,Cr,Bandra,Ready to move
46258,3,Apartment,1400,8.25,Cr,Bandra,Ready to move
46260,3,Apartment,1800,11,Cr,Bandra,Ready to move
46261,3,Apartment,1250,6.5,Cr,Bandra,Ready to move
46264,2,Apartment,900,3.75,Cr,Bandra,Ready to move
46265,3,Apartment,1600,19,Cr,Bandra,Ready to move
46266,3,Apartment,1450,6.5,Cr,Bandra,Ready to move
46267,3,Apartment,1350,5.5,Cr,Bandra,Ready to move
46452,6,Apartment,4200,21,Cr,Bandra,Ready to move
46453,2,Apartment,900,3.5,Cr,Bandra,Ready to move
46474,2,Apartment,1000,4.75,Cr,Bandra,Ready to move
46791,3,Apartment,1200,6,Cr,Bandra,Ready to move
46876,1,Apartment,650,2.79,Cr,Bandra,Ready to move
49327,2,Apartment,1350,7.75,Cr,Bandra,Ready to move
49738,1,Apartment,650,2.6,Cr,Bandra,Ready to move
49815,1,Apartment,620,1.5,Cr,Bandra,Under Construction
50325,3,Apartment,2150,4.95,Cr,Bandra,Under Construction
51364,2,Apartment,1000,4.25,Cr,Bandra,Ready to move
52335,3,Apartment,1240,8,Cr,Bandra,Ready to move
52336,3,Apartment,1200,10,Cr,Bandra,Ready to move
54163,3,Apartment,1600,8.75,Cr,Bandra,Ready to move
54257,4,Apartment,4000,14,Cr,Bandra,Ready to move
54260,5,Apartment,3800,10.5,Cr,Bandra,Ready to move
54347,3,Apartment,1500,6.03,Cr,Bandra,Under Construction
57038,3,Apartment,1600,8.75,Cr,Bandra,Ready to move
57172,4,Apartment,3200,18,Cr,Bandra,Ready to move
57402,3,Apartment,1750,5.75,Cr,Bandra,Ready to move
57405,3,Apartment,1332,8,Cr,Bandra,Ready to move
57406,2,Apartment,1000,3.9,Cr,Bandra,Ready to move
57446,3,Apartment,1332,8,Cr,Bandra,Ready to move
57447,2,Apartment,1040,3.9,Cr,Bandra,Ready to move
57448,3,Apartment,1175,5.75,Cr,Bandra,Ready to move
57474,4,Apartment,4032,12,Cr,Bandra,Under Construction
58893,2,Apartment,1120,7.75,Cr,Bandra,Ready to move
59411,2,Apartment,1120,7.75,Cr,Bandra,Ready to move
59606,3,Apartment,2000,11,Cr,Bandra,Ready to move
60049,3,Apartment,1321,5.85,Cr,Bandra,Under Construction
60050,3,Apartment,1212,5.5,Cr,Bandra,Under Construction
60179,4,Apartment,3250,23.75,Cr,Bandra,Ready to move
63697,4,Apartment,5040,16.5,Cr,Bandra,Ready to move
63704,4,Apartment,5040,15.65,Cr,Bandra,Ready to move
63765,4,Apartment,5040,15.5,Cr,Bandra,Ready to move
63766,4,Apartment,5040,14.5,Cr,Bandra,Ready to move
63767,4,Apartment,5040,14.5,Cr,Bandra,Ready to move
63790,4,Apartment,5040,14.7,Cr,Bandra,Ready to move
63792,4,Apartment,5040,14.8,Cr,Bandra,Ready to move
63802,4,Apartment,4200,20,Cr,Bandra,Ready to move
63803,4,Apartment,4200,20,Cr,Bandra,Ready to move
63804,4,Apartment,4200,20,Cr,Bandra,Ready to move
63816,4,Apartment,5040,15.25,Cr,Bandra,Ready to move
63817,4,Apartment,5040,15.5,Cr,Bandra,Ready to move
63852,4,Apartment,5040,20,Cr,Bandra,Ready to move
64083,3,Apartment,2000,15,Cr,Bandra,Ready to move
64139,2,Apartment,1101,1.99,Cr,Bandra,Under Construction
66367,2,Apartment,1020,3.4,Cr,Bandra,Ready to move
67522,3,Apartment,2000,4.75,Cr,Bandra,Ready to move
67602,3,Apartment,1510,2.85,Cr,Bandra,Ready to move
68148,5,Apartment,8500,30,Cr,Bandra,Ready to move
68174,1,Apartment,425,2,Cr,Bandra,Ready to move
68282,4,Apartment,3328,18,Cr,Bandra,Ready to move
68357,2,Apartment,949,3,Cr,Bandra,Ready to move
68377,1,Apartment,617,1.25,Cr,Bandra,Under Construction
68384,5,Apartment,5911,30,Cr,Bandra,Under Construction
68474,5,Apartment,3599,11.25,Cr,Bandra,Ready to move
68475,4,Apartment,2275,6,Cr,Bandra,Ready to move
68477,2,Apartment,1475,5,Cr,Bandra,Ready to move
68478,4,Apartment,3143,12,Cr,Bandra,Ready to move
68521,2,Apartment,1024,3,Cr,Bandra,Ready to move
68606,5,Apartment,9000,30,Cr,Bandra,Ready to move
68612,3,Apartment,1381,4,Cr,Bandra,Ready to move
68910,2,Apartment,971,2.5,Cr,Bandra,Ready to move
69322,3,Apartment,1381,6.5,Cr,Bandra,Under Construction
69765,2,Apartment,943,4.85,Cr,Bandra,Under Construction
70808,4,Apartment,2100,13,Cr,Bandra,Ready to move
74177,4,Apartment,4500,20,Cr,Bandra,Ready to move
74226,3,Apartment,1426,5.5,Cr,Bandra,Under Construction
75044,3,Apartment,1000,47,L,Bandra,Ready to move
5514,2,Apartment,1050,2.15,Cr,Dadar,Under Construction
7657,3,Apartment,1500,7.19,Cr,Dadar,Ready to move
12772,3,Apartment,964,5.4,Cr,Dadar,Under Construction
12773,3,Apartment,964,5.4,Cr,Dadar,Under Construction
12774,3,Apartment,949,5.15,Cr,Dadar,Under Construction
12775,3,Apartment,949,5.15,Cr,Dadar,Under Construction
12776,3,Apartment,964,5.4,Cr,Dadar,Under Construction
12777,3,Apartment,964,5.4,Cr,Dadar,Under Construction
12778,3,Apartment,949,5.15,Cr,Dadar,Under Construction
12779,3,Apartment,949,5.15,Cr,Dadar,Under Construction
12780,2,Apartment,769,3.53,Cr,Dadar,Ready to move
12781,2,Apartment,769,3.53,Cr,Dadar,Ready to move
12782,2,Apartment,767,3.52,Cr,Dadar,Ready to move
12783,2,Apartment,767,3.52,Cr,Dadar,Ready to move
12784,2,Apartment,769,3.53,Cr,Dadar,Ready to move
12785,2,Apartment,769,3.53,Cr,Dadar,Ready to move
12786,2,Apartment,767,3.52,Cr,Dadar,Ready to move
12787,2,Apartment,767,3.52,Cr,Dadar,Ready to move
12788,3,Apartment,1138,5.23,Cr,Dadar,Ready to move
12789,3,Apartment,1138,5.23,Cr,Dadar,Ready to move
13098,3,Apartment,1840,7.22,Cr,Dadar,Ready to move
13099,3,Apartment,1840,7.22,Cr,Dadar,Ready to move
13100,4,Apartment,1943,7.99,Cr,Dadar,Ready to move
13101,4,Apartment,1943,7.99,Cr,Dadar,Ready to move
13102,3,Apartment,1840,7.22,Cr,Dadar,Ready to move
13103,3,Apartment,1840,7.22,Cr,Dadar,Ready to move
13104,4,Apartment,1943,7.99,Cr,Dadar,Ready to move
13105,4,Apartment,1943,7.99,Cr,Dadar,Ready to move
13106,3,Apartment,1525,5.99,Cr,Dadar,Ready to move
13107,3,Apartment,1525,5.99,Cr,Dadar,Ready to move
13108,4,Apartment,2345,9.64,Cr,Dadar,Ready to move
13109,4,Apartment,2345,9.64,Cr,Dadar,Ready to move
14986,3,Apartment,2738,6.67,Cr,Dadar,Ready to move
14990,4,Apartment,3507,9.46,Cr,Dadar,Ready to move
17822,1,Apartment,520,1.9,Cr,Dadar,Ready to move
27693,2,Apartment,811,2.49,Cr,Dadar,Under Construction
30605,3,Apartment,1900,5.99,Cr,Dadar,Ready to move
30610,4,Apartment,3000,8.89,Cr,Dadar,Ready to move
30611,3,Apartment,2300,6.99,Cr,Dadar,Ready to move
30620,4,Apartment,2400,7.99,Cr,Dadar,Ready to move
31339,2,Apartment,950,2.6,Cr,Dadar,Under Construction
31551,3,Apartment,1956,6.67,Cr,Dadar,Ready to move
31552,3,Apartment,1976,7.39,Cr,Dadar,Ready to move
31885,3,Apartment,1965,6.85,Cr,Dadar,Ready to move
33396,4,Apartment,2488,8.47,Cr,Dadar,Ready to move
33473,4,Apartment,2488,8.47,Cr,Dadar,Ready to move
36544,2,Apartment,705,2.6,Cr,Dadar,Under Construction
37546,4,Apartment,1584,7.28,Cr,Dadar,Ready to move
37547,4,Apartment,1649,7.58,Cr,Dadar,Ready to move
37783,4,Apartment,3306,8.4,Cr,Dadar,Ready to move
37784,3,Apartment,2403,6.3,Cr,Dadar,Ready to move
38072,3,Apartment,2850,7.3,Cr,Dadar,Ready to move
38388,3,Apartment,2727,7.26,Cr,Dadar,Ready to move
40653,4,Apartment,3200,9.9,Cr,Dadar,Ready to move
40654,4,Apartment,3200,9.9,Cr,Dadar,Ready to move
40656,4,Apartment,3210,9,Cr,Dadar,Ready to move
40657,4,Apartment,3666,9.15,Cr,Dadar,Ready to move
40658,4,Apartment,2329,6.9,Cr,Dadar,Under Construction
40708,3,Apartment,3033,7.25,Cr,Dadar,Ready to move
41081,3,Apartment,2600,6.5,Cr,Dadar,Ready to move
41085,5,Apartment,5500,13.2,Cr,Dadar,Ready to move
44648,1,Studio Apartment,400,99,L,Dadar,Ready to move
45349,3,Apartment,1625,6.61,Cr,Dadar,Ready to move
45449,3,Apartment,1800,6.25,Cr,Dadar,Ready to move
47079,2,Apartment,800,2.1,Cr,Dadar,Under Construction
47176,3,Apartment,1465,4,Cr,Dadar,Ready to move
47252,4,Apartment,3000,9,Cr,Dadar,Ready to move
47322,1,Apartment,685,2.05,Cr,Dadar,Ready to move
47323,2,Apartment,1200,3.1,Cr,Dadar,Ready to move
48280,1,Apartment,610,2.15,Cr,Dadar,Ready to move
48558,2,Apartment,850,2.6,Cr,Dadar,Ready to move
