,bhk,type,area,price,price_unit,region,status
63791,2,Apartment,802,2.99,Cr,Andheri,Ready to move
65966,2,Apartment,530,1.75,Cr,Andheri,Ready to move
66412,4,Apartment,1986,6.5,Cr,Andheri,Ready to move
66685,2,Apartment,785,1.51,Cr,Andheri,Under Construction
66686,1,Apartment,548,1.05,Cr,Andheri,Under Construction
66687,1,Apartment,383,85,L,Andheri,Under Construction
66708,4,Apartment,3400,7.5,Cr,Andheri,Ready to move
66760,2,Apartment,1000,2.7,Cr,Andheri,Ready to move
66780,3,Apartment,1459,4.48,Cr,Andheri,Under Construction
66781,3,Apartment,1315,4.4,Cr,Andheri,Under Construction
66782,3,Apartment,1459,4.45,Cr,Andheri,Under Construction
66784,3,Apartment,1478,7.88,Cr,Andheri,Ready to move
66785,3,Apartment,1174,5.42,Cr,Andheri,Ready to move
66786,3,Apartment,1179,5.54,Cr,Andheri,Ready to move
66787,3,Apartment,1181,5.57,Cr,Andheri,Ready to move
66788,2,Apartment,932,4.43,Cr,Andheri,Ready to move
66789,3,Apartment,1335,6.28,Cr,Andheri,Ready to move
66790,3,Apartment,1234,6.07,Cr,Andheri,Ready to move
66791,4,Apartment,1648,7.92,Cr,Andheri,Ready to move
66792,3,Apartment,1305,6.21,Cr,Andheri,Ready to move
66793,4,Apartment,1705,8.56,Cr,Andheri,Ready to move
66794,3,Apartment,1142,5.45,Cr,Andheri,Ready to move
66795,3,Apartment,1344,6.55,Cr,Andheri,Ready to move
66796,3,Apartment,1105,5.97,Cr,Andheri,Ready to move
66797,3,Apartment,1418,6.81,Cr,Andheri,Ready to move
66798,3,Apartment,1357,7.37,Cr,Andheri,Ready to move
66799,3,Apartment,1210,5.95,Cr,Andheri,Ready to move
66800,2,Apartment,894,4.26,Cr,Andheri,Ready to move
66801,2,Apartment,1560,3.58,Cr,Andheri,Ready to move
66802,3,Apartment,2420,5.56,Cr,Andheri,Ready to move
66803,5,Apartment,3835,8.82,Cr,Andheri,Ready to move
66804,2,Apartment,1625,3.73,Cr,Andheri,Ready to move
66805,3,Apartment,2275,5.23,Cr,Andheri,Ready to move
66806,3,Apartment,1695,3.89,Cr,Andheri,Ready to move
66807,3,Apartment,1760,4.04,Cr,Andheri,Ready to move
66808,4,Apartment,3105,7.14,Cr,Andheri,Ready to move
66809,3,Apartment,2095,4.81,Cr,Andheri,Ready to move
66810,4,Apartment,3200,7.36,Cr,Andheri,Ready to move
66811,3,Apartment,2190,5.03,Cr,Andheri,Ready to move
66812,4,Apartment,2755,6.33,Cr,Andheri,Ready to move
66813,4,Apartment,2480,5.7,Cr,Andheri,Ready to move
66852,3,Apartment,1227,2,Cr,Andheri,Ready to move
66853,3,Apartment,1119,2,Cr,Andheri,Ready to move
66869,2,Apartment,864,1.7,Cr,Andheri,Under Construction
66880,2,Apartment,1340,1.8,Cr,Andheri,Ready to move
66883,2,Apartment,942,1.7,Cr,Andheri,Ready to move
66887,3,Apartment,1157,2,Cr,Andheri,Ready to move
66888,2,Apartment,1210,1.8,Cr,Andheri,Under Construction
66893,2,Apartment,958,1.7,Cr,Andheri,Ready to move
66895,3,Apartment,950,2,Cr,Andheri,Under Construction
66909,2,Apartment,904,1.7,Cr,Andheri,Ready to move
66910,3,Apartment,1296,2.25,Cr,Andheri,Ready to move
66920,4,Apartment,1514,2.5,Cr,Andheri,Ready to move
66925,3,Apartment,1138,2,Cr,Andheri,Ready to move
66938,2,Apartment,1006,1.7,Cr,Andheri,Under Construction
66960,2,Apartment,956,1.7,Cr,Andheri,Ready to move
66963,3,Apartment,1305,2.25,Cr,Andheri,Ready to move
66971,2,Apartment,1245,1.7,Cr,Andheri,Ready to move
66976,2,Apartment,1210,1.7,Cr,Andheri,Under Construction
66978,2,Apartment,1072,1.7,Cr,Andheri,Under Construction
66980,3,Apartment,1227,2,Cr,Andheri,Ready to move
66985,2,Apartment,760,1.7,Cr,Andheri,Ready to move
66988,2,Apartment,1027,1.7,Cr,Andheri,Ready to move
66992,2,Apartment,1036,1.7,Cr,Andheri,Ready to move
66994,2,Apartment,1040,1.7,Cr,Andheri,Under Construction
66996,3,Apartment,1076,1.8,Cr,Andheri,Ready to move
67002,2,Apartment,869,1.7,Cr,Andheri,Ready to move
67005,2,Apartment,929,1.7,Cr,Andheri,Ready to move
67007,2,Apartment,1006,1.7,Cr,Andheri,Ready to move
67061,3,Apartment,1550,4,Cr,Andheri,Ready to move
67063,3,Apartment,1550,3.49,Cr,Andheri,Ready to move
67064,2,Apartment,946,2.49,Cr,Andheri,Ready to move
67292,2,Apartment,685,2.24,Cr,Andheri,Under Construction
67293,3,Apartment,1236,4.04,Cr,Andheri,Under Construction
67308,3,Apartment,1540,3.7,Cr,Andheri,Ready to move
67309,5,Apartment,3700,12.97,Cr,Andheri,Ready to move
67310,2,Apartment,1100,3.3,Cr,Andheri,Ready to move
67311,3,Apartment,1850,5.5,Cr,Andheri,Ready to move
67476,1,Apartment,370,85,L,Andheri,Ready to move
67537,2,Apartment,915,2.25,Cr,Andheri,Ready to move
67560,1,Apartment,555,85.36,L,Andheri,Under Construction
67581,3,Apartment,1800,3.5,Cr,Andheri,Ready to move
67586,3,Apartment,1800,3.6,Cr,Andheri,Ready to move
67592,3,Apartment,1750,6.5,Cr,Andheri,Ready to move
67608,1,Apartment,651,20,L,Andheri,Ready to move
67609,1,Apartment,651,20,L,Andheri,Ready to move
67610,1,Apartment,651,20,L,Andheri,Ready to move
67611,1,Apartment,651,20,L,Andheri,Ready to move
67617,1,Apartment,651,20,L,Andheri,Ready to move
67622,1,Apartment,651,20,L,Andheri,Ready to move
67623,1,Apartment,651,20,L,Andheri,Ready to move
67638,1,Apartment,651,20,L,Andheri,Ready to move
67639,1,Apartment,650,20,L,Andheri,Ready to move
67641,1,Apartment,651,20,L,Andheri,Ready to move
67649,2,Apartment,1200,3,Cr,Andheri,Ready to move
67653,1,Apartment,651,20,L,Andheri,Ready to move
67655,1,Apartment,651,20,L,Andheri,Ready to move
67659,1,Apartment,651,20,L,Andheri,Ready to move
67665,1,Apartment,651,20,L,Andheri,Ready to move
67668,2,Apartment,1200,3,Cr,Andheri,Ready to move
67675,1,Apartment,651,20,L,Andheri,Ready to move
67677,1,Apartment,651,20,L,Andheri,Ready to move
67704,2,Apartment,947,2.18,Cr,Andheri,Ready to move
67705,2,Apartment,962,2.54,Cr,Andheri,Under Construction
67706,2,Apartment,962,2.62,Cr,Andheri,Under Construction
67707,2,Apartment,947,2.21,Cr,Andheri,Ready to move
67708,2,Apartment,962,2.62,Cr,Andheri,Under Construction
67709,2,Apartment,962,2.54,Cr,Andheri,Under Construction
67710,4,Apartment,3675,16,Cr,Andheri,Ready to move
67711,4,Apartment,2400,7.25,Cr,Andheri,Ready to move
67726,2,Apartment,965,2.2,Cr,Andheri,Under Construction
67730,3,Apartment,1099,2.47,Cr,Andheri,Under Construction
68007,3,Apartment,1453,4.15,Cr,Andheri,Ready to move
68008,2,Apartment,1123,3,Cr,Andheri,Ready to move
68009,2,Apartment,1042,2.8,Cr,Andheri,Ready to move
68012,3,Apartment,994,2.79,Cr,Andheri,Under Construction
68013,2,Apartment,1042,3.25,Cr,Andheri,Ready to move
68014,1,Apartment,509,1.42,Cr,Andheri,Ready to move
68016,3,Apartment,1453,4.6,Cr,Andheri,Ready to move
68019,1,Apartment,627,1.45,Cr,Andheri,Under Construction
68020,2,Apartment,920,2.08,Cr,Andheri,Under Construction
68025,2,Apartment,948,2.6,Cr,Andheri,Under Construction
68026,2,Apartment,864,2.49,Cr,Andheri,Under Construction
68027,3,Apartment,1231,3.68,Cr,Andheri,Under Construction
68195,2,Apartment,887,1.7,Cr,Andheri,Ready to move
68249,2,Apartment,1440,1.8,Cr,Andheri,Ready to move
68283,4,Apartment,4147,6,Cr,Andheri,Ready to move
68298,3,Apartment,1777,3,Cr,Andheri,Ready to move
68380,3,Apartment,1172,2,Cr,Andheri,Under Construction
68385,3,Apartment,1107,2,Cr,Andheri,Under Construction
68402,3,Apartment,1524,2.25,Cr,Andheri,Ready to move
68409,3,Apartment,1800,2.25,Cr,Andheri,Ready to move
68413,2,Apartment,1260,1.8,Cr,Andheri,Ready to move
68414,3,Apartment,1455,2.25,Cr,Andheri,Ready to move
68457,2,Apartment,1154,1.8,Cr,Andheri,Ready to move
68461,2,Apartment,867,1.7,Cr,Andheri,Ready to move
68464,3,Apartment,1181,2.25,Cr,Andheri,Ready to move
68467,3,Apartment,1111,2,Cr,Andheri,Ready to move
68488,2,Apartment,1276,2.5,Cr,Andheri,Ready to move
68489,3,Apartment,1779,4,Cr,Andheri,Ready to move
68526,2,Apartment,832,1.5,Cr,Andheri,Ready to move
68529,3,Apartment,1173,2,Cr,Andheri,Under Construction
68540,3,Apartment,1453,4.6,Cr,Andheri,Ready to move
68541,2,Apartment,1042,3.25,Cr,Andheri,Ready to move
68579,3,Apartment,1500,3.6,Cr,Andheri,Ready to move
68580,3,Apartment,936,2.15,Cr,Andheri,Ready to move
68632,3,Apartment,1454,3,Cr,Andheri,Ready to move
68681,3,Apartment,1289,2.5,Cr,Andheri,Ready to move
68687,3,Apartment,1170,2.5,Cr,Andheri,Under Construction
68703,2,Apartment,962,2.59,Cr,Andheri,Under Construction
68704,2,Apartment,962,2.57,Cr,Andheri,Under Construction
68705,2,Apartment,947,2.28,Cr,Andheri,Ready to move
68706,2,Apartment,947,2.28,Cr,Andheri,Ready to move
68707,2,Apartment,947,2.23,Cr,Andheri,Ready to move
68708,2,Apartment,962,2.62,Cr,Andheri,Under Construction
68709,2,Apartment,947,2.18,Cr,Andheri,Ready to move
68710,2,Apartment,947,2.17,Cr,Andheri,Ready to move
68711,2,Apartment,947,2.29,Cr,Andheri,Ready to move
68713,2,Apartment,947,2.11,Cr,Andheri,Ready to move
68714,2,Apartment,947,2.07,Cr,Andheri,Ready to move
68736,5,Apartment,2600,13,Cr,Andheri,Ready to move
68737,4,Apartment,2400,7.25,Cr,Andheri,Ready to move
68738,2,Apartment,936,2.9,Cr,Andheri,Ready to move
68739,5,Apartment,3000,11,Cr,Andheri,Ready to move
68740,4,Apartment,1800,3.6,Cr,Andheri,Ready to move
68741,4,Apartment,2707,8.25,Cr,Andheri,Ready to move
68742,2,Apartment,1000,2.45,Cr,Andheri,Ready to move
68743,2,Apartment,1050,2.95,Cr,Andheri,Ready to move
68744,3,Apartment,2190,6.5,Cr,Andheri,Ready to move
68745,1,Apartment,650,1.7,Cr,Andheri,Ready to move
68746,3,Apartment,2123,6.95,Cr,Andheri,Ready to move
68747,2,Apartment,940,2.4,Cr,Andheri,Ready to move
68802,3,Apartment,1777,2.5,Cr,Andheri,Ready to move
68867,3,Apartment,1454,2.5,Cr,Andheri,Ready to move
68880,2,Apartment,1511,2,Cr,Andheri,Ready to move
68920,2,Apartment,1050,2.5,Cr,Andheri,Ready to move
69241,1,Apartment,509,1.42,Cr,Andheri,Ready to move
69242,3,Apartment,950,1.96,Cr,Andheri,Under Construction
69243,2,Apartment,856,1.76,Cr,Andheri,Under Construction
69244,3,Apartment,1231,3.68,Cr,Andheri,Under Construction
69246,2,Apartment,948,2.6,Cr,Andheri,Under Construction
69277,1,Apartment,299,60,L,Andheri,Ready to move
69278,1,Apartment,481,1.05,Cr,Andheri,Ready to move
69280,2,Apartment,1042,3,Cr,Andheri,Ready to move
69281,2,Apartment,850,1.9,Cr,Andheri,Ready to move
69283,1,Apartment,591,1.23,Cr,Andheri,Under Construction
69294,2,Apartment,920,1.98,Cr,Andheri,Under Construction
69295,2,Apartment,920,1.95,Cr,Andheri,Under Construction
69296,1,Apartment,624,2.57,Cr,Andheri,Under Construction
69297,2,Apartment,962,2.62,Cr,Andheri,Under Construction
69298,2,Apartment,962,2.59,Cr,Andheri,Under Construction
69299,2,Apartment,920,1.92,Cr,Andheri,Under Construction
69328,2,Apartment,965,2.2,Cr,Andheri,Under Construction
69329,3,Apartment,1099,2.47,Cr,Andheri,Under Construction
69331,2,Apartment,920,2.08,Cr,Andheri,Under Construction
69333,1,Apartment,624,1.45,Cr,Andheri,Under Construction
69393,5,Apartment,3097,15.99,Cr,Andheri,Under Construction
69520,2,Apartment,1100,2.55,Cr,Andheri,Ready to move
69664,2,Apartment,890,1.5,Cr,Andheri,Ready to move
69735,4,Apartment,2500,7.25,Cr,Andheri,Ready to move
69736,3,Apartment,2123,5.75,Cr,Andheri,Ready to move
70213,3,Apartment,1850,5.75,Cr,Andheri,Ready to move
70281,2,Apartment,947,2.18,Cr,Andheri,Ready to move
70282,2,Apartment,947,2.25,Cr,Andheri,Ready to move
70283,2,Apartment,947,2.18,Cr,Andheri,Ready to move
70284,2,Apartment,947,2.24,Cr,Andheri,Ready to move
70285,2,Apartment,947,2.19,Cr,Andheri,Ready to move
70286,2,Apartment,947,2.29,Cr,Andheri,Ready to move
70288,2,Apartment,947,2.35,Cr,Andheri,Ready to move
70289,2,Apartment,947,2.27,Cr,Andheri,Ready to move
70290,2,Apartment,947,2.18,Cr,Andheri,Ready to move
70291,2,Apartment,947,2.22,Cr,Andheri,Ready to move
70292,2,Apartment,947,2.18,Cr,Andheri,Ready to move
70293,2,Apartment,947,2.21,Cr,Andheri,Ready to move
70456,3,Apartment,2105,5.59,Cr,Andheri,Ready to move
70457,3,Apartment,1540,3.34,Cr,Andheri,Ready to move
70462,3,Apartment,2095,6.5,Cr,Andheri,Ready to move
70560,3,Apartment,1107,2.22,Cr,Andheri,Under Construction
70570,1,Apartment,673,1,Cr,Andheri,Under Construction
70571,2,Apartment,889,1.7,Cr,Andheri,Under Construction
70578,3,Apartment,950,2.9,Cr,Andheri,Ready to move
70678,3,Apartment,1453,3.8,Cr,Andheri,Ready to move
70729,4,Apartment,1950,5.4,Cr,Andheri,Ready to move
70730,2,Apartment,1041,2.7,Cr,Andheri,Ready to move
70931,1,Apartment,534,15.5,L,Andheri,Under Construction
70967,2,Apartment,755,1.25,Cr,Andheri,Under Construction
71030,2,Apartment,1260,1.7,Cr,Andheri,Ready to move
71076,2,Apartment,900,2.19,Cr,Andheri,Under Construction
71077,2,Apartment,902,2.2,Cr,Andheri,Under Construction
71132,2,Apartment,1120,1.5,Cr,Andheri,Ready to move
71156,1,Apartment,517,1,Cr,Andheri,Under Construction
71157,2,Apartment,965,1.7,Cr,Andheri,Under Construction
71181,2,Apartment,902,2.19,Cr,Andheri,Under Construction
71184,2,Apartment,900,2.23,Cr,Andheri,Under Construction
71959,2,Apartment,864,3.1,Cr,Andheri,Under Construction
71960,4,Apartment,2324,8.24,Cr,Andheri,Under Construction
71961,3,Apartment,1399,5,Cr,Andheri,Under Construction
72122,1,Apartment,550,1.24,Cr,Andheri,Ready to move
72640,2,Apartment,1040,2.49,Cr,Andheri,Ready to move
72641,2,Apartment,1050,2.54,Cr,Andheri,Ready to move
72726,2,Apartment,950,2.69,Cr,Andheri,Ready to move
72951,1,Apartment,330,1.39,Cr,Andheri,Under Construction
72952,2,Apartment,450,1.89,Cr,Andheri,Under Construction
72953,1,Apartment,366,1.54,Cr,Andheri,Under Construction
72954,2,Apartment,585,2.42,Cr,Andheri,Under Construction
73052,1,Apartment,624,1.29,Cr,Andheri,Under Construction
73178,3,Apartment,2000,5.5,Cr,Andheri,Ready to move
73283,1,Apartment,750,1.3,Cr,Andheri,Ready to move
73299,2,Apartment,1000,1.6,Cr,Andheri,Ready to move
73328,2,Apartment,1250,3.7,Cr,Andheri,Ready to move
73561,2,Apartment,1082,2.96,Cr,Andheri,Ready to move
73769,2,Apartment,890,1.85,Cr,Andheri,Under Construction
74034,4,Apartment,2780,7.5,Cr,Andheri,Ready to move
74189,2,Apartment,864,3.1,Cr,Andheri,Under Construction
74190,4,Apartment,2324,8.24,Cr,Andheri,Under Construction
74191,3,Apartment,1399,5,Cr,Andheri,Under Construction
74219,6,Apartment,4600,10,Cr,Andheri,Ready to move
74220,1,Apartment,600,89,L,Andheri,Under Construction
74222,6,Apartment,5000,10.9,Cr,Andheri,Ready to move
74251,3,Apartment,3080,9.24,Cr,Andheri,Ready to move
74252,4,Apartment,3780,11.34,Cr,Andheri,Ready to move
74253,5,Apartment,4650,13.95,Cr,Andheri,Ready to move
74303,1,Apartment,305,88.99,L,Andheri,Under Construction
74304,2,Apartment,440,1.28,Cr,Andheri,Under Construction
74305,1,Apartment,380,1.1,Cr,Andheri,Under Construction
74390,2,Apartment,1220,2.25,Cr,Andheri,Ready to move
74396,3,Apartment,2300,5.2,Cr,Andheri,Ready to move
74437,4,Apartment,3050,14,Cr,Andheri,Ready to move
74438,3,Apartment,2300,11,Cr,Andheri,Ready to move
75056,3,Apartment,1350,2.8,Cr,Andheri,Ready to move
75073,2,Apartment,700,1.35,Cr,Andheri,Ready to move
75110,1,Studio Apartment,382,95,L,Andheri,Ready to move
75172,3,Apartment,650,60,L,Andheri,Ready to move
75190,2,Apartment,825,2.9,Cr,Andheri,Ready to move
75191,2,Apartment,1050,2.25,Cr,Andheri,Ready to move
75215,3,Apartment,1750,3.25,Cr,Andheri,Ready to move
75224,2,Apartment,1400,2.6,Cr,Andheri,Ready to move
75297,2,Apartment,1080,1.75,Cr,Andheri,Ready to move
75300,2,Apartment,1080,1.75,Cr,Andheri,Ready to move
75317,2,Apartment,935,2.4,Cr,Andheri,Ready to move
75322,2,Apartment,935,2.4,Cr,Andheri,Ready to move
75469,1,Studio Apartment,300,55,L,Andheri,Ready to move
75508,1,Apartment,520,85,L,Andheri,Ready to move
75512,1,Apartment,520,85,L,Andheri,Ready to move
75714,1,Apartment,440,1.08,Cr,Andheri,Ready to move
75795,1,Apartment,560,1.2,Cr,Andheri,Ready to move
75796,1,Apartment,560,1.2,Cr,Andheri,Ready to move
75797,1,Apartment,560,1.2,Cr,Andheri,Ready to move
75798,1,Apartment,560,1.2,Cr,Andheri,Ready to move
75800,1,Apartment,560,1.2,Cr,Andheri,Ready to move
75846,1,Apartment,560,1.2,Cr,Andheri,Ready to move
60048,3,Apartment,1450,10.6,Cr,Bandra,Under Construction
4866,2,Apartment,837,2.65,Cr,Bandra,Under Construction
6723,2,Apartment,850,2.2,Cr,Bandra,Under Construction
8492,3,Apartment,1250,6,Cr,Bandra,Ready to move
8493,3,Apartment,1350,7,Cr,Bandra,Ready to move
8494,3,Apartment,1600,8,Cr,Bandra,Ready to move
8495,3,Apartment,1650,9,Cr,Bandra,Ready to move
8496,4,Apartment,2100,10,Cr,Bandra,Ready to move
8497,4,Apartment,2250,11,Cr,Bandra,Ready to move
8498,4,Apartment,2600,13,Cr,Bandra,Ready to move
8499,4,Apartment,2700,14,Cr,Bandra,Ready to move
8510,3,Apartment,1250,6,Cr,Bandra,Ready to move
8511,3,Apartment,1350,7,Cr,Bandra,Ready to move
8512,3,Apartment,1600,8,Cr,Bandra,Ready to move
8513,3,Apartment,1650,9,Cr,Bandra,Ready to move
8514,4,Apartment,2100,10,Cr,Bandra,Ready to move
8515,4,Apartment,2250,11,Cr,Bandra,Ready to move
8516,4,Apartment,2600,13,Cr,Bandra,Ready to move
8517,4,Apartment,2700,14,Cr,Bandra,Ready to move
8683,3,Apartment,1096,6.48,Cr,Bandra,Under Construction
8684,3,Apartment,945,5.72,Cr,Bandra,Under Construction
8685,3,Apartment,996,6,Cr,Bandra,Under Construction
8836,4,Apartment,2400,12,Cr,Bandra,Ready to move
10310,3,Apartment,1304,6.49,Cr,Bandra,Under Construction
10311,4,Apartment,2100,7.8,Cr,Bandra,Under Construction
10314,3,Apartment,1200,6.01,Cr,Bandra,Under Construction
13810,3,Apartment,1093,4.91,Cr,Bandra,Under Construction
13811,3,Apartment,1093,4.91,Cr,Bandra,Under Construction
13812,1,Apartment,550,2.47,Cr,Bandra,Under Construction
13813,1,Apartment,550,2.47,Cr,Bandra,Under Construction
13814,3,Apartment,1096,4.93,Cr,Bandra,Under Construction
13815,3,Apartment,1096,4.93,Cr,Bandra,Under Construction
13816,3,Apartment,1093,4.91,Cr,Bandra,Under Construction
13817,3,Apartment,1093,4.91,Cr,Bandra,Under Construction
13818,1,Apartment,550,2.47,Cr,Bandra,Under Construction
13819,1,Apartment,550,2.47,Cr,Bandra,Under Construction
13820,3,Apartment,1096,4.93,Cr,Bandra,Under Construction
13821,3,Apartment,1096,4.93,Cr,Bandra,Under Construction
13822,3,Apartment,945,4.25,Cr,Bandra,Under Construction
13823,3,Apartment,945,4.25,Cr,Bandra,Under Construction
13824,3,Apartment,996,4.48,Cr,Bandra,Under Construction
13825,3,Apartment,996,4.48,Cr,Bandra,Under Construction
16399,2,Apartment,825,2.5,Cr,Bandra,Under Construction
16988,3,Apartment,1716,5.99,Cr,Bandra,Ready to move
16989,2,Apartment,927,2,Cr,Bandra,Under Construction
16990,1,Apartment,663,1.37,Cr,Bandra,Under Construction
16991,3,Apartment,1506,5.35,Cr,Bandra,Ready to move
16993,2,Apartment,931,2.21,Cr,Bandra,Under Construction
16995,2,Apartment,1029,2.15,Cr,Bandra,Under Construction
16996,4,Apartment,2485,8.75,Cr,Bandra,Under Construction
16997,3,Apartment,1981,6.65,Cr,Bandra,Under Construction
16998,2,Apartment,1171,4,Cr,Bandra,Under Construction
16999,2,Apartment,996,2.05,Cr,Bandra,Under Construction
18088,6,Apartment,3600,19,Cr,Bandra,Ready to move
18089,6,Apartment,3200,18,Cr,Bandra,Ready to move
18090,5,Apartment,3100,17,Cr,Bandra,Ready to move
18091,5,Apartment,2800,15,Cr,Bandra,Ready to move
18223,6,Apartment,3800,20,Cr,Bandra,Ready to move
18224,5,Apartment,2900,16,Cr,Bandra,Ready to move
19090,3,Apartment,1250,6.25,Cr,Bandra,Under Construction
19282,2,Apartment,1000,4,Cr,Bandra,Under Construction
19283,3,Apartment,1500,6,Cr,Bandra,Under Construction
20409,3,Apartment,1450,6.88,Cr,Bandra,Under Construction
20531,3,Apartment,1450,6.06,Cr,Bandra,Under Construction
21315,3,Apartment,1200,5.72,Cr,Bandra,Under Construction
21634,4,Apartment,1460,10,Cr,Bandra,Ready to move
21777,4,Apartment,1460,10,Cr,Bandra,Ready to move
22260,4,Apartment,1460,10,Cr,Bandra,Ready to move
23243,4,Apartment,1945,11.4,Cr,Bandra,Under Construction
23244,4,Apartment,1657,9.5,Cr,Bandra,Under Construction
23245,3,Apartment,1321,7.83,Cr,Bandra,Under Construction
23246,3,Apartment,1197,7.12,Cr,Bandra,Under Construction
23247,2,Apartment,781,5.75,Cr,Bandra,Under Construction
24721,1,Apartment,457,1.22,Cr,Bandra,Under Construction
24722,1,Apartment,457,1.22,Cr,Bandra,Under Construction
24723,1,Apartment,409,1.17,Cr,Bandra,Under Construction
24724,1,Apartment,409,1.17,Cr,Bandra,Under Construction
24725,1,Apartment,457,1.22,Cr,Bandra,Under Construction
24726,1,Apartment,457,1.22,Cr,Bandra,Under Construction
24727,1,Apartment,409,1.17,Cr,Bandra,Under Construction
24728,1,Apartment,409,1.17,Cr,Bandra,Under Construction
24729,2,Apartment,555,2,Cr,Bandra,Under Construction
24730,2,Apartment,555,2,Cr,Bandra,Under Construction
24731,2,Apartment,822,2.2,Cr,Bandra,Under Construction
24732,2,Apartment,822,2.2,Cr,Bandra,Under Construction
25504,3,Apartment,1096,6.13,Cr,Bandra,Ready to move
25505,3,Apartment,945,5.41,Cr,Bandra,Ready to move
25506,3,Apartment,996,5.67,Cr,Bandra,Ready to move
25507,3,Apartment,1235,6.73,Cr,Bandra,Ready to move
27078,3,Apartment,1093,4.91,Cr,Bandra,Under Construction
27079,1,Apartment,550,2.47,Cr,Bandra,Under Construction
27080,3,Apartment,1096,4.93,Cr,Bandra,Under Construction
27081,3,Apartment,945,4.25,Cr,Bandra,Under Construction
27082,3,Apartment,996,4.48,Cr,Bandra,Under Construction
28508,3,Apartment,1327,7,Cr,Bandra,Under Construction
28509,2,Apartment,616,2,Cr,Bandra,Under Construction
29032,3,Apartment,1283,7,Cr,Bandra,Ready to move
29037,3,Apartment,1197,6.5,Cr,Bandra,Under Construction
29088,3,Apartment,1064,6,Cr,Bandra,Under Construction
29089,2,Apartment,782,4.6,Cr,Bandra,Under Construction
29090,3,Apartment,1197,6,Cr,Bandra,Under Construction
29500,4,Apartment,2100,11.75,Cr,Bandra,Ready to move
30078,4,Apartment,2000,11.75,Cr,Bandra,Ready to move
30622,2,Apartment,823,1.68,Cr,Bandra,Under Construction
30765,3,Apartment,1500,7.2,Cr,Bandra,Ready to move
30766,2,Apartment,800,2.2,Cr,Bandra,Ready to move
30945,4,Apartment,2400,9.5,Cr,Bandra,Under Construction
30946,3,Apartment,1800,6.7,Cr,Bandra,Under Construction
30947,2,Apartment,1250,4.5,Cr,Bandra,Under Construction
31208,2,Apartment,960,2.24,Cr,Bandra,Under Construction
31865,2,Apartment,711,2.17,Cr,Bandra,Under Construction
31866,2,Apartment,780,2.15,Cr,Bandra,Ready to move
32015,2,Apartment,626,2.18,Cr,Bandra,Under Construction
32056,3,Apartment,1300,5.22,Cr,Bandra,Under Construction
32103,3,Apartment,1400,5.5,Cr,Bandra,Ready to move
32300,3,Apartment,2500,10,Cr,Bandra,Ready to move
33750,2,Apartment,845,2.1,Cr,Bandra,Under Construction
33751,3,Apartment,1228,4.99,Cr,Bandra,Under Construction
34001,1,Apartment,995,2.5,Cr,Bandra,Ready to move
34207,4,Apartment,1424,4.6,Cr,Bandra,Under Construction
34344,2,Apartment,621,2.21,Cr,Bandra,Under Construction
34868,2,Apartment,1050,2.15,Cr,Bandra,Ready to move
34870,2,Apartment,890,2.05,Cr,Bandra,Under Construction
34871,3,Apartment,1294,5.67,Cr,Bandra,Under Construction
35255,1,Apartment,450,1.41,Cr,Bandra,Under Construction
35256,2,Apartment,650,1.95,Cr,Bandra,Under Construction
35257,3,Apartment,1650,5,Cr,Bandra,Ready to move
35258,1,Apartment,480,1.51,Cr,Bandra,Under Construction
35260,2,Apartment,720,1.88,Cr,Bandra,Under Construction
35312,2,Apartment,1015,4.5,Cr,Bandra,Under Construction
35313,2,Apartment,890,2.49,Cr,Bandra,Ready to move
35315,2,Apartment,890,2.5,Cr,Bandra,Under Construction
35316,2,Apartment,890,2.05,Cr,Bandra,Under Construction
35317,3,Apartment,1294,5.67,Cr,Bandra,Under Construction
35558,2,Apartment,1015,4.5,Cr,Bandra,Under Construction
35559,2,Apartment,890,2.49,Cr,Bandra,Ready to move
35561,2,Apartment,890,2.5,Cr,Bandra,Under Construction
35562,2,Apartment,890,2.05,Cr,Bandra,Under Construction
35563,3,Apartment,1294,5.67,Cr,Bandra,Under Construction
35738,2,Apartment,1165,2.07,Cr,Bandra,Ready to move
35835,2,Apartment,1130,2.44,Cr,Bandra,Under Construction
35836,2,Apartment,828,1.99,Cr,Bandra,Under Construction
35837,2,Apartment,890,2.2,Cr,Bandra,Under Construction
35875,1,Apartment,450,1.41,Cr,Bandra,Under Construction
35876,2,Apartment,650,1.95,Cr,Bandra,Under Construction
35877,3,Apartment,1650,5,Cr,Bandra,Ready to move
36730,2,Apartment,894,1.99,Cr,Bandra,Under Construction
36748,1,Apartment,500,1.55,Cr,Bandra,Under Construction
37757,1,Apartment,500,1.35,Cr,Bandra,Under Construction
39103,4,Apartment,1850,8.5,Cr,Bandra,Under Construction
39571,3,Apartment,1849,5.15,Cr,Bandra,Under Construction
39588,3,Apartment,1613,8.2,Cr,Bandra,Under Construction
39642,2,Apartment,1249,4,Cr,Bandra,Under Construction
39840,4,Apartment,2200,5.6,Cr,Bandra,Ready to move
40169,4,Apartment,1757,9.3,Cr,Bandra,Under Construction
40170,3,Apartment,1421,7.1,Cr,Bandra,Under Construction
40171,3,Apartment,1221,6.55,Cr,Bandra,Under Construction
40234,4,Apartment,1700,9.1,Cr,Bandra,Under Construction
40235,3,Apartment,1200,6.51,Cr,Bandra,Under Construction
